request_id,customer_segment,service_area,channel,region,request_type,urgency_score,previous_cases_90d,account_age_months,open_cases_at_submission,avg_response_minutes_30d,sentiment_score_at_submission,missing_documents_flag,weekend_submission,priority_class,sla_breach,resolution_days_post_outcome,post_resolution_status
REQ-00640,Individual,Finance operations,Phone,Wales,Technical incident,3,2,33,1,67.8,-0.219,0,1,Urgent,0,6.6,On time
REQ-00641,Public sector,Customer success,Chat,North West,Change request,2,2,41,1,73.0,-0.067,0,1,Standard,1,5.9,Late - complex
REQ-00642,Individual,IT support,Portal,Midlands,Change request,4,2,27,0,109.4,0.056,0,0,Standard,1,7.3,Late - dependency
REQ-00643,SME,Finance operations,Portal,London,Policy question,3,2,25,0,63.6,-0.298,0,0,Standard,1,8.5,Late - dependency
REQ-00644,SME,IT support,Email,London,Technical incident,2,0,48,0,76.2,-0.042,0,0,Standard,1,4.5,Late - dependency
REQ-00645,Public sector,HR services,Email,Wales,Technical incident,3,2,1,2,101.5,0.45,0,0,Urgent,0,4.4,On time
REQ-00646,Individual,Finance operations,Email,South East,Billing query,4,3,31,0,18.5,-0.31,0,0,Urgent,0,5.7,Early close
REQ-00647,SME,IT support,Portal,Midlands,Change request,2,2,27,2,60.0,0.05,0,0,Low,1,4.1,Late - complex
REQ-00648,Enterprise,Facilities,Portal,South East,Access issue,4,4,56,0,99.0,0.369,0,0,Urgent,0,6.7,On time
REQ-00649,Public sector,Finance operations,Email,Midlands,Billing query,5,0,52,1,72.3,-0.321,1,0,Urgent,1,6.9,Late - complex
REQ-00650,SME,Finance operations,Email,Scotland,Change request,3,3,31,0,121.4,0.543,0,0,Low,1,6.2,Late - complex
REQ-00651,Enterprise,IT support,Email,London,Billing query,2,1,19,0,14.8,0.083,0,0,Low,1,4.6,Late - staffing
REQ-00652,Individual,Finance operations,Phone,London,Access issue,3,2,17,0,10.8,-0.024,0,0,Low,0,4.1,Early close
REQ-00653,Public sector,Finance operations,Email,London,Access issue,5,2,15,0,96.9,-0.854,0,0,Standard,1,7.4,Late - complex
REQ-00654,SME,Finance operations,Phone,North West,Technical incident,1,2,20,0,100.3,-0.118,0,0,Standard,0,3.3,Early close
REQ-00655,Individual,IT support,Email,Wales,Change request,5,2,55,2,63.2,0.217,0,1,Urgent,1,8.2,Late - complex
REQ-00656,Enterprise,Facilities,Email,North West,Access issue,3,0,4,1,84.0,0.835,0,0,Low,1,6.1,Late - staffing
REQ-00657,Individual,Customer success,Email,Wales,Access issue,5,3,2,0,96.1,0.306,1,0,Urgent,1,11.5,Late - dependency
REQ-00658,SME,HR services,Portal,Scotland,Policy question,4,4,39,0,41.5,0.557,0,0,Standard,1,7.9,Late - complex
REQ-00659,Public sector,Facilities,Portal,South East,Complaint,4,1,16,0,45.3,-0.494,1,0,Urgent,1,7.9,Late - complex
REQ-00660,Enterprise,Customer success,Email,South East,Billing query,5,1,59,1,76.6,-0.007,0,0,Standard,1,9.0,Late - dependency
REQ-00661,SME,Customer success,Phone,North West,Complaint,1,1,54,0,101.6,0.599,0,0,Low,0,2.6,On time
REQ-00662,Individual,Facilities,Email,North West,Change request,3,0,55,2,29.2,-0.349,1,0,Standard,0,4.5,On time
REQ-00663,SME,Customer success,Portal,South East,Billing query,1,2,33,1,63.1,0.484,1,0,Standard,1,4.8,Late - dependency
REQ-00664,SME,Customer success,Email,South East,Change request,2,4,32,2,61.5,0.38,0,0,Standard,1,6.5,Late - complex
REQ-00665,Enterprise,Customer success,Portal,North West,Technical incident,1,1,31,0,84.6,0.174,0,0,Low,1,3.8,Late - complex
REQ-00666,Public sector,HR services,Phone,North West,Technical incident,4,2,14,1,69.7,-0.098,1,0,Urgent,1,6.9,Late - complex
REQ-00667,Individual,IT support,Phone,South East,Policy question,4,2,41,0,50.9,-0.394,0,0,Standard,1,7.5,Late - staffing
REQ-00668,Individual,IT support,Email,South East,Change request,4,0,62,1,113.7,0.849,0,1,Standard,1,4.5,Late - dependency
REQ-00669,SME,HR services,Email,London,Change request,1,0,19,1,51.1,0.334,0,0,Low,0,4.2,On time
REQ-00670,Enterprise,HR services,Portal,Scotland,Change request,2,0,5,1,59.8,0.203,0,0,Standard,0,5.9,Early close
REQ-00671,SME,Finance operations,Portal,Midlands,Complaint,4,2,41,0,14.3,-0.136,0,0,Urgent,1,7.7,Late - complex
REQ-00672,Public sector,HR services,Phone,London,Policy question,5,1,29,1,45.0,0.067,0,0,Standard,1,8.9,Late - complex
REQ-00673,Individual,HR services,Phone,Midlands,Change request,5,3,57,4,88.1,0.124,0,0,Urgent,1,10.0,Late - staffing
REQ-00674,Public sector,Customer success,Email,London,Change request,1,0,61,2,81.2,0.23,0,0,Low,0,0.8,On time
REQ-00675,Public sector,IT support,Portal,Wales,Billing query,3,3,68,1,91.0,0.38,0,0,Standard,0,6.2,On time
REQ-00676,Enterprise,IT support,Portal,Scotland,Access issue,1,0,28,1,89.3,-0.302,0,0,Low,1,3.7,Late - complex
REQ-00677,Individual,Customer success,Portal,London,Policy question,5,3,65,1,143.1,-0.61,0,0,Urgent,1,11.4,Late - dependency
REQ-00678,Enterprise,Customer success,Portal,Midlands,Change request,1,4,9,1,43.8,0.088,0,1,Low,0,3.4,On time
REQ-00679,SME,Customer success,Portal,Scotland,Billing query,5,2,27,1,13.3,-0.736,0,0,Urgent,0,7.7,On time
REQ-00680,Enterprise,Customer success,Chat,Northern Ireland,Technical incident,1,3,19,1,33.2,-0.096,1,0,Standard,1,4.9,Late - complex
REQ-00681,SME,Customer success,Email,North West,Access issue,1,2,66,0,45.4,-0.179,0,0,Low,0,5.6,Early close
REQ-00682,SME,Finance operations,Portal,Midlands,Policy question,5,1,43,2,35.9,0.271,0,0,Urgent,0,5.7,On time
REQ-00683,SME,Finance operations,Portal,Midlands,Technical incident,3,1,26,1,73.3,0.942,0,0,Standard,1,7.7,Late - dependency
REQ-00684,Enterprise,IT support,Portal,Wales,Access issue,3,2,11,1,113.8,-0.825,0,0,Standard,1,7.4,Late - staffing
REQ-00685,Public sector,HR services,Phone,London,Change request,4,4,56,1,123.9,1.0,0,0,Urgent,0,6.8,On time
REQ-00686,Enterprise,Customer success,Portal,South East,Access issue,2,3,47,0,87.7,-0.055,0,0,Standard,1,6.3,Late - complex
REQ-00687,Enterprise,Finance operations,Phone,Wales,Complaint,4,1,61,0,144.9,0.207,0,0,Standard,1,6.4,Late - dependency
REQ-00688,Individual,HR services,Phone,Midlands,Billing query,3,1,32,0,57.5,-0.587,0,0,Standard,1,3.2,Late - complex
REQ-00689,Individual,Finance operations,Portal,Scotland,Complaint,2,2,11,2,12.9,0.499,0,0,Standard,1,7.0,Late - dependency
REQ-00690,Enterprise,IT support,Email,North West,Technical incident,2,3,24,2,106.9,0.069,0,0,Standard,1,5.4,Late - dependency
REQ-00691,SME,IT support,Chat,London,Access issue,1,3,45,0,5.6,0.022,0,0,Low,0,4.7,On time
REQ-00692,Individual,IT support,Portal,South East,Access issue,2,1,18,1,43.6,-0.822,0,0,Standard,1,5.8,Late - dependency
REQ-00693,SME,Customer success,Portal,Northern Ireland,Access issue,3,0,6,2,88.2,0.083,0,0,Standard,1,7.4,Late - staffing
REQ-00694,Enterprise,Finance operations,Chat,London,Technical incident,1,1,59,1,66.4,0.431,0,1,Low,1,5.5,Late - dependency
REQ-00695,Individual,Customer success,Chat,South East,Change request,1,1,38,1,63.3,-0.056,0,0,Low,0,0.5,On time
REQ-00696,Enterprise,Facilities,Email,Midlands,Policy question,4,0,29,0,28.7,0.578,0,0,Standard,1,7.6,Late - complex
REQ-00697,Individual,IT support,Email,London,Policy question,3,4,40,0,69.6,0.56,0,0,Standard,1,6.8,Late - staffing
REQ-00698,Public sector,IT support,Portal,London,Technical incident,1,2,53,0,105.1,-0.238,0,0,Standard,1,6.2,Late - dependency
REQ-00699,Public sector,Customer success,Phone,South East,Technical incident,4,4,1,1,70.7,0.768,0,0,Urgent,1,8.8,Late - staffing
REQ-00700,SME,IT support,Email,South East,Technical incident,4,2,32,0,40.9,0.07,0,0,Urgent,1,8.2,Late - staffing
REQ-00701,SME,Customer success,Portal,London,Policy question,1,0,19,3,26.3,0.072,0,0,Low,0,2.1,Early close
REQ-00702,Enterprise,IT support,Email,Midlands,Technical incident,2,0,7,1,41.7,0.095,0,1,Low,0,2.2,On time
REQ-00703,SME,Facilities,Chat,Wales,Complaint,2,6,3,1,83.7,0.081,0,0,Urgent,1,6.4,Late - staffing
REQ-00704,Individual,Customer success,Phone,Midlands,Policy question,4,1,32,0,82.0,-1.0,0,0,Urgent,0,3.2,Early close
REQ-00705,SME,IT support,Portal,Midlands,Access issue,1,1,39,4,42.0,-0.033,1,0,Standard,1,3.8,Late - staffing
REQ-00706,Public sector,Finance operations,Portal,Midlands,Access issue,5,3,37,2,5.0,-0.564,1,0,Urgent,1,6.9,Late - dependency
REQ-00707,Individual,Customer success,Chat,Wales,Technical incident,2,2,56,0,84.7,0.782,0,0,Standard,1,4.0,Late - staffing
REQ-00708,Individual,IT support,Chat,North West,Billing query,1,1,33,1,38.6,0.764,0,0,Standard,0,2.8,On time
REQ-00709,Enterprise,Finance operations,Email,Wales,Complaint,5,1,42,1,94.1,0.433,0,0,Urgent,1,8.7,Late - dependency
REQ-00710,Enterprise,Finance operations,Email,London,Technical incident,1,0,58,1,43.5,-0.057,0,0,Low,0,2.4,Early close
REQ-00711,Individual,IT support,Email,South East,Technical incident,1,2,47,0,35.4,-0.404,1,0,Low,1,4.2,Late - staffing
REQ-00712,Public sector,Facilities,Portal,London,Change request,5,2,65,1,75.4,-0.246,0,0,Urgent,1,7.3,Late - staffing
REQ-00713,Individual,Facilities,Portal,Wales,Billing query,3,1,16,2,152.5,0.924,0,0,Low,1,5.9,Late - staffing
REQ-00714,Individual,Finance operations,Portal,London,Change request,3,3,56,0,96.2,-0.261,0,0,Urgent,1,5.9,Late - staffing
REQ-00715,Individual,Customer success,Portal,North West,Access issue,4,1,50,2,74.8,-1.0,0,0,Standard,1,7.1,Late - staffing
REQ-00716,SME,IT support,Phone,North West,Technical incident,4,1,42,0,82.6,0.514,1,0,Urgent,1,5.4,Late - staffing
REQ-00717,Public sector,IT support,Portal,South East,Complaint,4,0,1,2,8.7,0.725,0,0,Standard,1,7.7,Late - complex
REQ-00718,SME,HR services,Portal,Midlands,Change request,1,2,39,0,30.7,0.797,0,1,Low,0,2.3,On time
REQ-00719,Public sector,Customer success,Email,London,Change request,3,0,61,0,5.0,0.517,0,0,Low,0,4.7,Early close
REQ-00720,Individual,IT support,Portal,Midlands,Policy question,2,5,46,0,130.5,0.591,1,0,Standard,1,7.7,Late - complex
REQ-00721,Enterprise,IT support,Portal,Midlands,Change request,5,1,1,4,123.5,0.074,0,1,Urgent,1,8.5,Late - complex
REQ-00722,Enterprise,HR services,Email,North West,Technical incident,3,2,21,1,83.7,-0.884,0,1,Standard,1,7.6,Late - complex
REQ-00723,SME,Customer success,Portal,South East,Technical incident,1,0,41,0,74.7,0.063,0,0,Low,0,0.5,Early close
REQ-00724,Individual,IT support,Email,Scotland,Access issue,5,1,58,1,15.7,0.33,1,0,Urgent,0,5.7,Early close
REQ-00725,SME,Finance operations,Chat,London,Billing query,2,0,32,4,62.3,-0.011,0,0,Standard,0,4.6,Early close
REQ-00726,SME,Facilities,Portal,Wales,Technical incident,2,1,61,0,132.7,-0.031,0,1,Low,1,6.0,Late - staffing
REQ-00727,SME,Finance operations,Chat,London,Access issue,5,3,57,3,74.6,-0.384,0,0,Urgent,1,10.9,Late - complex
REQ-00728,SME,IT support,Chat,Midlands,Change request,4,2,19,0,50.2,-0.401,0,0,Standard,0,7.7,Early close
REQ-00729,Enterprise,IT support,Phone,Midlands,Change request,5,5,14,0,8.5,0.877,0,0,Urgent,0,7.9,On time
REQ-00730,Enterprise,Finance operations,Email,Midlands,Complaint,4,5,65,3,118.3,0.893,0,1,Urgent,1,8.1,Late - complex
REQ-00731,SME,HR services,Email,Wales,Access issue,5,2,42,1,67.5,0.049,0,0,Urgent,1,7.2,Late - staffing
REQ-00732,SME,Customer success,Email,Wales,Complaint,1,3,61,0,8.5,0.177,0,0,Low,1,4.5,Late - dependency
REQ-00733,SME,Facilities,Email,Northern Ireland,Access issue,3,1,66,0,37.7,-0.391,1,0,Standard,1,5.8,Late - dependency
REQ-00734,Enterprise,Facilities,Portal,North West,Policy question,2,2,31,1,25.3,0.339,1,0,Urgent,0,3.2,On time
REQ-00735,SME,Customer success,Chat,London,Change request,2,3,4,0,65.4,0.842,0,0,Low,0,3.1,Early close
REQ-00736,Public sector,Finance operations,Email,Wales,Access issue,2,4,65,2,77.3,-0.638,0,0,Standard,1,6.8,Late - dependency
REQ-00737,SME,Finance operations,Phone,North West,Access issue,2,0,42,0,52.4,0.259,0,0,Low,0,5.3,Early close
REQ-00738,SME,Customer success,Portal,North West,Access issue,3,2,9,3,97.2,0.293,1,0,Standard,0,5.9,Early close
REQ-00739,Enterprise,IT support,Portal,London,Technical incident,5,2,38,2,72.8,0.287,0,0,Urgent,1,8.0,Late - staffing
REQ-00740,Enterprise,Facilities,Email,South East,Change request,4,5,2,2,107.2,0.789,0,0,Urgent,1,9.6,Late - staffing
REQ-00741,SME,Facilities,Email,North West,Access issue,2,1,21,2,57.5,0.966,1,0,Standard,1,5.8,Late - staffing
REQ-00742,SME,IT support,Portal,London,Access issue,3,3,25,1,176.6,-0.055,0,0,Standard,1,6.9,Late - staffing
REQ-00743,Individual,HR services,Portal,London,Technical incident,3,3,33,3,50.2,0.353,0,1,Urgent,0,5.0,On time
REQ-00744,SME,IT support,Portal,North West,Billing query,2,1,41,3,38.4,0.088,0,0,Low,0,3.4,On time
REQ-00745,Enterprise,IT support,Email,Midlands,Technical incident,3,1,60,0,34.1,-0.234,0,1,Standard,1,7.1,Late - dependency
REQ-00746,Enterprise,HR services,Portal,North West,Complaint,4,2,25,1,62.6,0.172,0,0,Urgent,0,5.9,Early close
REQ-00747,Enterprise,Finance operations,Chat,South East,Change request,2,3,53,0,9.8,0.352,0,0,Standard,0,3.3,Early close
REQ-00748,Enterprise,Customer success,Portal,South East,Change request,3,2,67,4,80.3,0.148,0,0,Standard,0,3.9,Early close
REQ-00749,Individual,Customer success,Portal,North West,Technical incident,4,0,54,1,5.0,-0.347,1,0,Urgent,1,7.3,Late - dependency
REQ-00750,Individual,Customer success,Portal,Midlands,Change request,3,1,19,2,75.7,-0.159,0,0,Standard,1,6.8,Late - complex
REQ-00751,SME,IT support,Email,South East,Access issue,2,4,49,0,22.7,-0.155,0,0,Standard,1,5.9,Late - dependency
REQ-00752,Enterprise,Finance operations,Email,Wales,Access issue,3,2,20,0,56.7,-0.329,0,0,Standard,1,5.2,Late - complex
REQ-00753,SME,IT support,Email,London,Technical incident,4,1,34,2,91.2,0.191,1,0,Urgent,1,8.7,Late - staffing
REQ-00754,Enterprise,IT support,Chat,London,Access issue,2,0,46,0,150.6,0.238,0,0,Low,1,6.3,Late - dependency
REQ-00755,Public sector,Customer success,Portal,Northern Ireland,Change request,3,0,21,0,32.3,0.491,0,0,Low,0,1.8,On time
REQ-00756,SME,Finance operations,Email,Midlands,Technical incident,4,0,1,0,64.7,-0.336,1,0,Standard,1,8.5,Late - staffing
REQ-00757,Enterprise,IT support,Portal,Midlands,Complaint,2,2,60,2,44.7,-0.21,0,1,Standard,1,5.4,Late - complex
REQ-00758,Individual,Customer success,Portal,Midlands,Billing query,2,5,52,1,39.6,0.75,0,0,Standard,1,6.8,Late - dependency
REQ-00759,SME,Finance operations,Email,London,Policy question,5,5,9,0,45.0,-0.024,1,0,Urgent,1,10.7,Late - dependency
REQ-00760,Enterprise,IT support,Portal,Midlands,Change request,2,1,27,1,98.8,0.064,0,0,Low,1,7.4,Late - staffing
REQ-00761,Public sector,IT support,Email,Scotland,Billing query,3,0,19,1,52.9,-0.029,0,1,Standard,1,7.2,Late - staffing
REQ-00762,SME,Facilities,Email,Midlands,Technical incident,1,1,70,1,148.7,0.56,0,0,Low,1,4.8,Late - complex
REQ-00763,SME,Customer success,Phone,London,Technical incident,5,1,67,1,84.6,0.577,0,0,Urgent,1,6.4,Late - dependency
REQ-00764,SME,IT support,Email,North West,Complaint,3,3,50,1,34.6,0.551,1,0,Urgent,1,4.5,Late - complex
REQ-00765,Individual,Customer success,Email,South East,Change request,4,0,32,1,57.2,0.062,0,0,Urgent,1,8.0,Late - dependency
REQ-00766,SME,Customer success,Portal,Midlands,Access issue,4,0,4,2,41.9,-0.343,0,0,Standard,1,8.5,Late - dependency
REQ-00767,SME,Customer success,Portal,South East,Policy question,2,4,18,1,98.0,0.916,0,0,Standard,1,5.3,Late - dependency
REQ-00768,SME,IT support,Portal,North West,Technical incident,2,0,7,1,12.6,0.435,0,0,Standard,0,3.0,Early close
REQ-00769,SME,IT support,Email,North West,Access issue,4,2,57,0,23.1,-0.155,0,0,Urgent,0,5.0,Early close
REQ-00770,Public sector,Customer success,Chat,Northern Ireland,Policy question,5,2,7,1,49.3,0.691,0,1,Urgent,1,7.7,Late - dependency
REQ-00771,SME,Finance operations,Portal,Scotland,Billing query,1,1,49,1,93.9,-0.191,0,0,Low,0,4.0,Early close
REQ-00772,Public sector,Facilities,Email,Scotland,Access issue,5,0,68,0,113.2,0.685,0,0,Urgent,0,6.3,Early close
REQ-00773,Public sector,Facilities,Phone,Wales,Technical incident,5,1,22,0,118.3,0.715,0,0,Standard,1,7.8,Late - complex
REQ-00774,Individual,IT support,Phone,Scotland,Access issue,1,0,49,1,88.5,-0.365,0,0,Low,1,7.4,Late - complex
REQ-00775,SME,Customer success,Email,Wales,Technical incident,1,4,63,0,67.1,0.312,0,0,Standard,1,3.7,Late - dependency
REQ-00776,Individual,Customer success,Email,Scotland,Access issue,4,0,31,0,97.8,0.402,0,0,Standard,1,7.6,Late - staffing
REQ-00777,Public sector,Facilities,Email,Midlands,Technical incident,5,3,32,1,29.9,1.0,0,0,Urgent,1,7.4,Late - complex
REQ-00778,SME,Finance operations,Phone,Midlands,Billing query,2,2,15,1,5.4,-0.284,0,0,Low,0,3.7,On time
REQ-00779,Individual,Customer success,Portal,Midlands,Change request,4,2,31,1,85.3,0.695,0,0,Standard,1,7.7,Late - dependency
REQ-00780,Individual,HR services,Chat,Wales,Access issue,5,1,63,0,34.8,0.058,0,0,Standard,0,7.3,On time
REQ-00781,SME,Facilities,Portal,Scotland,Technical incident,2,2,48,0,67.7,-0.509,0,0,Standard,1,5.4,Late - staffing
REQ-00782,Individual,Customer success,Phone,South East,Billing query,2,2,15,0,74.2,-0.004,1,0,Low,0,3.5,Early close
REQ-00783,Enterprise,Facilities,Portal,Midlands,Billing query,5,0,38,1,78.7,0.051,0,0,Standard,1,7.5,Late - complex
REQ-00784,Public sector,Finance operations,Portal,Wales,Policy question,2,1,51,1,102.8,-0.427,0,0,Standard,1,4.1,Late - staffing
REQ-00785,Individual,IT support,Portal,South East,Change request,3,4,6,0,99.1,0.19,1,0,Urgent,0,6.2,On time
REQ-00786,Enterprise,IT support,Portal,South East,Complaint,3,2,55,2,76.8,0.481,0,0,Urgent,1,6.9,Late - staffing
REQ-00787,Individual,HR services,Portal,South East,Billing query,3,1,15,1,54.5,0.157,0,0,Low,0,5.0,On time
REQ-00788,SME,HR services,Portal,South East,Access issue,2,2,21,0,73.8,-0.194,0,1,Low,1,5.6,Late - dependency
REQ-00789,Individual,HR services,Portal,London,Technical incident,4,1,30,2,49.1,-0.017,0,0,Standard,1,7.0,Late - complex
REQ-00790,Public sector,Finance operations,Portal,Wales,Technical incident,4,4,36,2,63.1,0.048,0,0,Urgent,1,9.5,Late - dependency
REQ-00791,SME,Customer success,Phone,South East,Billing query,2,3,66,0,161.6,0.148,0,0,Standard,0,5.4,On time
REQ-00792,Enterprise,Customer success,Chat,London,Change request,3,1,16,0,76.4,0.549,0,0,Standard,1,8.0,Late - dependency
REQ-00793,SME,IT support,Email,Midlands,Technical incident,1,4,19,1,85.8,0.172,0,0,Low,0,4.0,Early close
REQ-00794,SME,Facilities,Portal,South East,Technical incident,2,1,27,1,45.3,-0.581,0,0,Standard,0,5.2,Early close
REQ-00795,SME,Facilities,Portal,London,Policy question,5,1,61,0,105.7,-0.203,1,0,Urgent,1,7.6,Late - dependency
REQ-00796,Enterprise,HR services,Chat,Midlands,Policy question,3,0,69,3,96.6,0.125,0,0,Urgent,1,5.8,Late - dependency
REQ-00797,SME,IT support,Portal,South East,Access issue,4,1,33,1,96.9,0.556,0,0,Urgent,0,6.8,On time
REQ-00798,SME,Customer success,Portal,South East,Change request,5,1,50,2,77.5,0.634,0,0,Urgent,1,9.1,Late - dependency
REQ-00799,Public sector,Customer success,Chat,Scotland,Access issue,4,1,66,0,106.2,0.849,0,1,Standard,1,6.9,Late - complex
REQ-00800,Public sector,Facilities,Chat,Midlands,Change request,4,2,61,1,114.5,0.109,1,0,Urgent,1,6.2,Late - complex
REQ-00801,Public sector,Customer success,Portal,Scotland,Change request,4,0,49,0,79.9,0.393,0,0,Low,1,6.7,Late - complex
REQ-00802,SME,Customer success,Email,Wales,Change request,3,4,39,0,66.0,-0.605,0,0,Urgent,1,6.4,Late - dependency
REQ-00803,Individual,Finance operations,Portal,London,Access issue,4,3,70,1,101.3,0.243,0,0,Urgent,1,9.9,Late - dependency
REQ-00804,Public sector,Facilities,Phone,South East,Billing query,2,2,17,2,38.4,-0.434,0,0,Low,1,6.6,Late - dependency
REQ-00805,SME,HR services,Portal,South East,Policy question,5,4,26,2,44.9,0.022,0,1,Urgent,1,8.1,Late - staffing
REQ-00806,SME,Customer success,Portal,Wales,Technical incident,1,2,51,0,68.1,1.0,0,1,Low,1,3.5,Late - complex
REQ-00807,Public sector,IT support,Email,Wales,Complaint,5,2,2,0,9.1,0.187,0,0,Urgent,1,7.5,Late - dependency
REQ-00808,SME,Finance operations,Portal,Midlands,Policy question,5,1,36,2,99.0,-0.339,0,0,Urgent,1,7.4,Late - staffing
REQ-00809,Enterprise,Customer success,Email,South East,Change request,1,1,61,0,36.3,0.234,0,0,Low,0,2.5,Early close
REQ-00810,Individual,Finance operations,Portal,North West,Access issue,4,2,13,2,53.5,-0.183,1,0,Urgent,1,8.8,Late - staffing
REQ-00811,SME,Customer success,Chat,Northern Ireland,Policy question,5,3,58,3,62.5,-0.382,0,0,Urgent,1,7.5,Late - dependency
REQ-00812,SME,Finance operations,Phone,South East,Access issue,3,3,30,1,71.4,0.996,0,0,Standard,1,9.6,Late - staffing
REQ-00813,Individual,Customer success,Email,Northern Ireland,Change request,2,5,62,1,58.0,0.53,1,0,Urgent,1,5.5,Late - staffing
REQ-00814,Public sector,Customer success,Phone,Northern Ireland,Access issue,5,4,46,1,67.6,0.205,0,0,Urgent,1,7.3,Late - dependency
REQ-00815,SME,Finance operations,Portal,Midlands,Billing query,3,1,12,0,67.9,-0.126,0,0,Standard,0,6.5,Early close
REQ-00816,Individual,Facilities,Email,South East,Change request,1,4,53,2,54.4,-0.09,1,0,Standard,0,5.2,On time
REQ-00817,Individual,Finance operations,Portal,South East,Technical incident,2,1,4,0,42.9,0.744,1,1,Standard,1,5.2,Late - staffing
REQ-00818,Enterprise,HR services,Phone,London,Access issue,4,1,18,0,107.9,0.188,0,0,Urgent,1,7.7,Late - staffing
REQ-00819,Public sector,Facilities,Phone,Wales,Access issue,3,3,64,3,5.0,-1.0,0,0,Urgent,1,7.4,Late - complex
REQ-00820,SME,Customer success,Chat,Midlands,Technical incident,2,1,63,1,62.8,1.0,1,0,Standard,1,5.6,Late - complex
REQ-00821,SME,IT support,Phone,Wales,Billing query,4,0,4,1,53.6,0.132,0,0,Standard,1,5.3,Late - staffing
REQ-00822,Public sector,IT support,Chat,Midlands,Access issue,1,3,27,0,84.7,0.205,0,0,Low,1,2.1,Late - staffing
REQ-00823,SME,Facilities,Portal,London,Technical incident,2,2,7,1,19.1,0.539,0,0,Standard,0,2.9,Early close
REQ-00824,Public sector,HR services,Chat,Scotland,Billing query,3,0,20,2,52.5,0.259,0,0,Standard,0,6.4,On time
REQ-00825,Individual,HR services,Email,Wales,Technical incident,1,1,69,1,66.4,0.386,1,0,Standard,1,6.7,Late - dependency
REQ-00826,SME,IT support,Portal,Scotland,Policy question,2,1,14,2,107.5,-0.141,1,0,Low,0,3.3,Early close
REQ-00827,Public sector,Finance operations,Email,London,Access issue,5,2,46,1,81.6,-0.503,0,0,Urgent,1,7.3,Late - staffing
REQ-00828,SME,Customer success,Portal,London,Access issue,5,4,58,2,28.6,0.176,0,1,Urgent,1,9.3,Late - staffing
REQ-00829,Individual,IT support,Portal,Midlands,Billing query,5,3,63,1,52.9,0.694,0,0,Urgent,1,9.2,Late - dependency
REQ-00830,SME,Finance operations,Portal,Scotland,Access issue,2,1,26,0,101.0,-0.242,0,0,Low,1,6.1,Late - dependency
REQ-00831,Public sector,Customer success,Portal,London,Billing query,1,3,50,2,28.0,-0.278,0,0,Low,0,0.5,Early close
REQ-00832,Enterprise,IT support,Email,London,Complaint,5,0,35,0,67.2,0.599,0,0,Standard,1,11.6,Late - dependency
REQ-00833,Enterprise,Facilities,Chat,Scotland,Change request,2,1,8,1,69.7,-0.156,0,0,Low,1,6.8,Late - dependency
REQ-00834,Public sector,IT support,Email,London,Policy question,4,3,16,1,56.5,-0.135,0,0,Standard,1,7.6,Late - dependency
REQ-00835,Public sector,Customer success,Email,South East,Technical incident,1,1,54,0,164.4,-0.118,0,0,Low,0,1.8,Early close
REQ-00836,Public sector,Facilities,Portal,Midlands,Technical incident,4,2,49,0,55.6,0.021,0,1,Standard,1,8.7,Late - complex
REQ-00837,Individual,Customer success,Email,London,Change request,3,1,37,1,85.7,-0.658,1,0,Standard,1,6.9,Late - staffing
REQ-00838,Individual,IT support,Portal,South East,Billing query,5,1,56,2,43.2,-0.193,0,0,Urgent,1,8.2,Late - complex
REQ-00839,Enterprise,HR services,Phone,London,Billing query,1,0,50,0,88.5,0.154,0,0,Low,0,3.0,On time
REQ-00840,Enterprise,Facilities,Portal,North West,Billing query,3,1,25,0,100.5,0.15,0,1,Standard,1,6.2,Late - dependency
REQ-00841,SME,IT support,Phone,Midlands,Access issue,5,0,21,0,49.4,0.571,0,0,Urgent,1,8.3,Late - complex
REQ-00842,Individual,IT support,Phone,Wales,Billing query,2,1,68,3,68.1,0.878,0,0,Standard,0,4.5,Early close
REQ-00843,Enterprise,IT support,Email,Midlands,Change request,4,2,70,0,38.7,0.731,0,0,Standard,0,6.1,On time
REQ-00844,Enterprise,Customer success,Phone,London,Complaint,1,1,3,0,29.9,0.462,0,0,Low,1,4.8,Late - staffing
REQ-00845,SME,Facilities,Portal,North West,Access issue,4,3,57,1,106.3,-0.017,0,0,Urgent,0,7.7,On time
REQ-00846,Individual,Facilities,Chat,Scotland,Policy question,2,3,10,0,50.6,-0.23,0,0,Standard,1,4.1,Late - staffing
REQ-00847,Enterprise,Facilities,Phone,Scotland,Policy question,3,5,62,1,5.0,0.058,0,0,Standard,1,6.5,Late - staffing
REQ-00848,Public sector,HR services,Phone,Northern Ireland,Policy question,5,3,42,0,131.8,0.314,0,0,Urgent,1,8.7,Late - dependency
REQ-00849,SME,HR services,Email,London,Technical incident,4,3,49,1,41.9,0.42,0,0,Urgent,1,6.9,Late - staffing
REQ-00850,Individual,Finance operations,Phone,Midlands,Access issue,3,3,50,0,61.4,0.33,0,0,Standard,1,6.4,Late - dependency
REQ-00851,SME,Facilities,Chat,Midlands,Change request,1,3,43,0,127.4,-0.005,0,0,Low,1,6.6,Late - complex
REQ-00852,SME,IT support,Portal,Wales,Complaint,2,1,18,0,65.0,0.404,1,1,Low,0,3.4,On time
REQ-00853,Individual,Customer success,Phone,North West,Technical incident,5,3,58,2,64.3,0.617,0,0,Urgent,1,6.5,Late - staffing
